"paper_id","topic_id","topic_title","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"1846","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Enhancing Facial Emotion Recognition with Vision Transformers, EfficientNet, and Domain Adaptation for Robust and Interpretable Models","M. Thombare; S. Gumaste","2025","2025 International Conference on Future Technologies (ICFT)","0","exclude","0.2","llm","semantic_scholar","05951e4356b0d8f5658fd2b07cc85cb4fda933cc","https://www.semanticscholar.org/paper/05951e4356b0d8f5658fd2b07cc85cb4fda933cc","","no","","no","Facial Emotion Recognition (FER) is a core task in affective computing: its applications cut across human-computer inter"
"1847","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Exploring the Benefits of Vision Foundation Models for Unsupervised Domain Adaptation","B. B. Englert; Fabrizio J. Piva; Tommie Kerssies; Daan de Geus; G. Dubbelman","2024","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","16","exclude","0.2","llm","semantic_scholar","b61163c25c99c9fb236ca9da20cbe5796f7140bb","https://www.semanticscholar.org/paper/b61163c25c99c9fb236ca9da20cbe5796f7140bb","https://arxiv.org/pdf/2406.09896","no","","no","Achieving robust generalization across diverse data domains remains a significant challenge in computer vision. This cha"
"1848","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain Adaptation with a Single Vision-Language Embedding","Mohammad Fahes; Tuan-Hung Vu; Andrei Bursuc; Patrick P'erez; Raoul de Charette","2024","arXiv.org","0","exclude","0.2","llm","semantic_scholar","a3defc6c4e0afb550da87a15a755a2d2f4e27af8","https://www.semanticscholar.org/paper/a3defc6c4e0afb550da87a15a755a2d2f4e27af8","https://arxiv.org/pdf/2410.21361","no","","no","Domain adaptation has been extensively investigated in computer vision but still requires access to target data at the t"
"1849","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","From Synthesis to Realism: Enhancing Logistics with Computer Vision and Domain-Adversarial Training","C. Dang; D. Nguyen; Dat Mai; D. Vu; A. Hoang; Uyen T. Nguyen; T. Nguyen; Tan Xuan Phan; Tung Doan; Cuong Hoang","2024","Proceedings of the 2024 9th International Conference on Intelligent Information Technology","2","exclude","0.2","llm","semantic_scholar","ee5f8067c905368ba90067727eb0b4a5d4101cf2","https://www.semanticscholar.org/paper/ee5f8067c905368ba90067727eb0b4a5d4101cf2","","no","","no","In the dynamic landscape of industrial logistics, the precise identification of pallet locations is pivotal for efficien"
"1850","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain adaptation for applications in computer vision with limited data","; Mattias Billast","","","0","exclude","0.2","llm","crossref","10.63028/10067/2122260151162165141","https://doi.org/10.63028/10067/2122260151162165141","","no","","no","<jats:p>This dissertation explores the challenges and solutions of using domain adaptation in real-time computer vision "
"1851","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Metric‐guided class‐level alignment for domain adaptation","Xiaoshun Wang; Yunhan Li","2024","IET Computer Vision","1","exclude","0.2","llm","crossref","10.1049/cvi2.12322","https://doi.org/10.1049/cvi2.12322","","no","","no","<jats:title>Abstract</jats:title>                   <jats:p>The utilisation of domain adaptation methods facilitates the"
"1852","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Improved triplet loss for domain adaptation","Xiaoshun Wang; Yunhan Li; Xiangliang Zhang","2023","IET Computer Vision","1","exclude","0.2","llm","crossref","10.1049/cvi2.12226","https://doi.org/10.1049/cvi2.12226","","no","","no","<jats:title>Abstract</jats:title>                   <jats:p>A technique known as domain adaptation is utilised to addres"
"1853","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain‐specific feature recalibration and alignment for multi‐source unsupervised domain adaptation","Mengzhu Wang; Dingyao Chen; Fangzhou Tan; Tianyi Liang; Long Lan; Xiang Zhang; Zhigang Luo","2022","IET Computer Vision","4","exclude","0.2","llm","crossref","10.1049/cvi2.12126","https://doi.org/10.1049/cvi2.12126","","no","","no","<jats:title>Abstract</jats:title>                   <jats:p>Traditional unsupervised domain adaptation (UDA) usually ass"
"1854","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Deep cycle autoencoder for unsupervised domain adaptation with generative adversarial networks","Qiang Zhou; Wen'an Zhou; Bin Yang; Jun Huan","2019","IET Computer Vision","7","exclude","0.2","llm","crossref","10.1049/iet-cvi.2019.0304","https://doi.org/10.1049/iet-cvi.2019.0304","","no","","no","<jats:p>Deep learning is a powerful tool for domain adaptation by learning robust high‐level domain invariant representa"
"1855","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","A Lightweight Dual‐Branch Meta‐Learner for Few‐Shot HSI Classification With Cross‐Domain Adaptation","Junqi Yao; Yonghui Yang; Ou Yang; Qingtian Wu","2025","IET Computer Vision","0","exclude","0.2","llm","crossref","10.1049/cvi2.70050","https://doi.org/10.1049/cvi2.70050","","no","","no","<jats:title>ABSTRACT</jats:title>                   <jats:p>                     Hyperspectral imaging (HSI) plays a cru"
"1856","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Structure‐Based Uncertainty Estimation for Source‐Free Active Domain Adaptation","Jihong Ouyang; Zhengjie Zhang; Qingyi Meng; Jinjin Chi","2025","IET Computer Vision","0","exclude","0.2","llm","crossref","10.1049/cvi2.70020","https://doi.org/10.1049/cvi2.70020","","no","","no","<jats:title>ABSTRACT</jats:title>                   <jats:p>Active domain adaptation (active DA) provides an effective s"
"1857","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Minimising disparity in distribution for unsupervised domain adaptation by preserving the local spatial arrangement of data","Suranjana Samanta; Sukhendu Das","2016","IET Computer Vision","1","exclude","0.2","llm","crossref","10.1049/iet-cvi.2015.0322","https://doi.org/10.1049/iet-cvi.2015.0322","","no","","no","<jats:p>Domain adaptation is used for machine learning tasks, when the distribution of the training (obtained from sourc"
"1858","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain‐invariant adversarial learning with conditional distribution alignment for unsupervised domain adaptation","Xingmei Wang; Boxuan Sun; Hongbin Dong","2020","IET Computer Vision","1","exclude","0.2","llm","crossref","10.1049/iet-cvi.2019.0514","https://doi.org/10.1049/iet-cvi.2019.0514","","no","","no","<jats:p>Unsupervised domain adaption aims to reduce the divergence between the source domain and the target domain. The "
"1859","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Heterogeneous domain adaptation method for video annotation","Han Wang; Xinxiao Wu; Yunde Jia","2016","IET Computer Vision","8","exclude","0.2","llm","crossref","10.1049/iet-cvi.2016.0148","https://doi.org/10.1049/iet-cvi.2016.0148","","no","","no","<jats:p>In this study, the authors study the video annotation problem over heterogeneous domains, in which data from the"
"1860","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Quantitative Evaluation and Domain Adaptation of Vision–Language Models for Mixed-Reality Interpretation of Indoor Environmental Computational Fluid Dynamics Visualizations","Soushi Futamura; Tomohiro Fukuda","2026","","0","exclude","0.2","llm","crossref","10.20944/preprints202601.2306.v1","https://doi.org/10.20944/preprints202601.2306.v1","","no","","no","<jats:p>In built environmental design, incorporating building user participation and verifying indoor thermal performanc"
"1861","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Multi‐group–multi‐class domain adaptation for event recognition","Yang Feng; Xinxiao Wu; Yunde Jia","2016","IET Computer Vision","0","exclude","0.2","llm","crossref","10.1049/iet-cvi.2014.0405","https://doi.org/10.1049/iet-cvi.2014.0405","","no","","no","<jats:p>In this study, the authors propose a multi‐group–multi‐class domain adaptation framework to recognise events in "
"1862","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Controlling semantics of diffusion‐augmented data for unsupervised domain adaptation","Henrietta Ridley; Roberto Alcover‐Couso; Juan C. SanMiguel","2025","IET Computer Vision","0","exclude","0.2","llm","crossref","10.1049/cvi2.70002","https://doi.org/10.1049/cvi2.70002","","no","","no","<jats:title>Abstract</jats:title>                   <jats:p>                     Unsupervised domain adaptation (UDA) of"
"1863","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Domain Adaptations for Computer Vision Applications","Oscar Beijbom","2012","arXiv (Cornell University)","28","exclude","0.0","rule","openalex","10.48550/arxiv.1211.4860","https://doi.org/10.48550/arxiv.1211.4860","https://arxiv.org/pdf/1211.4860","no","","no","A basic assumption of statistical learning theory is that train and test data are drawn from the same underlying distrib"
"1864","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Deep Hashing Network for Unsupervised Domain Adaptation","Hemanth Venkateswara; José Eusébio; Shayok Chakraborty; Sethuraman Panchanathan","2017","","1975","exclude","0.2","llm","openalex","10.1109/cvpr.2017.572","https://doi.org/10.1109/cvpr.2017.572","","no","","no","In recent years, deep neural networks have emerged as a dominant machine learning tool for a wide variety of application"
"1865","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Transfer Feature Learning with Joint Distribution Adaptation","Mingsheng Long; Jianmin Wang; Guiguang Ding; Jiaguang Sun; Philip S. Yu","2013","","2009","exclude","0.0","rule","openalex","10.1109/iccv.2013.274","https://doi.org/10.1109/iccv.2013.274","","no","","no","Transfer learning is established as an effective technology in computer vision for leveraging rich labeled data in the s"
"1866","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Joint Domain Alignment and Discriminative Feature Learning for Unsupervised Deep Domain Adaptation","Chao Chen; Zhihong Chen; Boyuan Jiang; Xinyu Jin","2019","Proceedings of the AAAI Conference on Artificial Intelligence","232","exclude","0.2","llm","openalex","10.1609/aaai.v33i01.33013296","https://doi.org/10.1609/aaai.v33i01.33013296","https://ojs.aaai.org/index.php/AAAI/article/download/4202/4080","no","","no","Recently, considerable effort has been devoted to deep domain adaptation in computer vision and machine learning communi"
"1867","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","Visual Domain Adaptation: A survey of recent advances","Vishal M. Patel; Raghuraman Gopalan; Ruonan Li; Rama Chellappa","2015","IEEE Signal Processing Magazine","936","adjacent","0.5","llm","openalex","10.1109/msp.2014.2347059","https://doi.org/10.1109/msp.2014.2347059","","no","","yes","In pattern recognition and computer vision, one is often faced with scenarios where the training data used to learn a mo"
"1868","4","Federated Learning for Computer Vision: A Unified Perspective on Distributed Visual Learning under Data and System Heterogeneity","ADVENT: Adversarial Entropy Minimization for Domain Adaptation in\n Semantic Segmentation","Tuan-Hung Vu; Himalaya Jain; Maxime Bucher; Matthieu Cord; Patrick Pérez","2018","arXiv (Cornell University)","1409","adjacent","0.5","llm","openalex","10.48550/arxiv.1811.12833","https://doi.org/10.48550/arxiv.1811.12833","https://arxiv.org/pdf/1811.12833","yes","storage\pdfs\topic_4\paper_1868.pdf","yes","Semantic segmentation is a key problem for many computer vision tasks. While\napproaches based on convolutional neural n"
